PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2031,Chemists,detailed,"7,960",6.0,0.868,1.41,41.41,"86,140",2.3,24.22,29.31,36.94,49.11,63.92,"50,370","60,970","76,840","102,150","132,960",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2032,Materials Scientists,detailed,290,13.9,0.031,0.57,47.12,"98,010",5.3,18.48,32.81,47.66,60.69,73.68,"38,450","68,250","99,120","126,240","153,250",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"3,930",7.6,0.428,0.71,41.12,"85,520",3.2,19.96,27.36,36.73,47.66,64.83,"41,520","56,920","76,410","99,130","134,840",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,720,34.6,0.078,0.36,40.19,"83,590",5.6,25.03,29.72,40.80,47.83,57.65,"52,060","61,820","84,860","99,480","119,910",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2043,Hydrologists,detailed,260,30.7,0.028,0.63,37.48,"77,960",5.1,17.88,22.87,35.55,47.23,60.15,"37,190","47,570","73,930","98,250","125,120",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2099,"Physical Scientists, All Other",detailed,690,2.6,0.075,0.56,46.18,"96,050",4.5,23.77,33.10,47.35,59.63,68.65,"49,440","68,840","98,480","124,030","142,800",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3011,Economists,detailed,440,8.4,0.048,0.35,66.81,"138,960",3.4,33.16,43.71,57.22,86.07,#,"68,980","90,920","119,020","179,020",#,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3022,Survey Researchers,detailed,800,22.1,0.087,1.03,27.98,"58,210",3.5,15.18,19.23,25.29,34.86,45.35,"31,570","40,010","52,610","72,510","94,320",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3031,"Clinical, Counseling, and School Psychologists",detailed,"10,400",5.9,1.134,1.47,45.83,"95,330",2.2,26.24,34.17,43.81,54.01,63.62,"54,580","71,070","91,120","112,340","132,320",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3032,Industrial-Organizational Psychologists,detailed,**,**,**,**,40.47,"84,170",8.7,32.41,33.89,36.36,38.83,56.23,"67,410","70,490","75,630","80,770","116,960",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3039,"Psychologists, All Other",detailed,520,21.2,0.057,0.60,60.68,"126,220",11.1,22.89,37.05,53.51,62.31,#,"47,620","77,060","111,300","129,600",#,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3041,Sociologists,detailed,300,17.9,0.033,1.62,36.09,"75,080",8.9,15.80,19.87,30.49,45.42,68.46,"32,870","41,340","63,420","94,470","142,400",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3051,Urban and Regional Planners,detailed,"1,240",5.7,0.135,0.54,39.78,"82,750",4.2,23.97,29.59,36.97,47.14,57.08,"49,860","61,550","76,910","98,040","118,720",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3091,Anthropologists and Archeologists,detailed,150,39.7,0.016,0.35,36.53,"75,990",13.1,17.60,23.58,35.41,46.25,57.67,"36,610","49,050","73,650","96,200","119,950",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3093,Historians,detailed,140,21.4,0.015,0.72,29.22,"60,770",4.6,13.20,17.73,30.52,37.14,44.99,"27,450","36,880","63,480","77,250","93,580",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3094,Political Scientists,detailed,60,11.3,0.007,0.15,60.14,"125,090",5.6,33.25,44.55,58.10,76.42,88.99,"69,170","92,650","120,850","158,960","185,100",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3099,"Social Scientists and Related Workers, All Other",detailed,"2,110",4.4,0.230,0.89,39.74,"82,660",2.3,21.75,29.89,39.01,48.19,58.63,"45,230","62,160","81,140","100,220","121,960",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4011,Agricultural and Food Science Technicians,detailed,310,15.6,0.034,0.23,26.73,"55,590",11.3,12.22,17.36,25.86,35.40,43.53,"25,430","36,100","53,790","73,620","90,550",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4021,Biological Technicians,detailed,"2,870",15.7,0.313,0.59,23.03,"47,910",2.0,15.07,17.56,21.84,27.41,32.60,"31,350","36,520","45,420","57,010","67,800",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4031,Chemical Technicians,detailed,"4,580",10.7,0.500,1.07,32.06,"66,690",10.2,14.03,18.69,25.23,36.88,58.32,"29,170","38,880","52,490","76,710","121,300",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4041,Geological and Petroleum Technicians,detailed,**,**,**,**,25.66,"53,380",5.4,16.52,18.57,25.89,30.13,36.58,"34,360","38,630","53,840","62,670","76,090",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4061,Social Science Research Assistants,detailed,"4,070",4.7,0.443,2.07,24.40,"50,750",3.8,9.50,15.33,23.03,30.79,38.86,"19,770","31,890","47,900","64,040","80,830",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,"2,150",11.9,0.234,1.00,26.35,"54,810",3.1,16.20,19.98,24.85,30.75,39.94,"33,700","41,550","51,690","63,970","83,070",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4092,Forensic Science Technicians,detailed,520,0.6,0.057,0.54,32.09,"66,750",1.9,21.20,25.16,31.87,38.45,45.53,"44,100","52,330","66,300","79,970","94,700",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4093,Forest and Conservation Technicians,detailed,**,**,**,**,16.73,"34,790",6.0,12.84,15.05,16.52,18.04,18.95,"26,710","31,300","34,370","37,520","39,410",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"4,950",10.7,0.540,1.11,26.35,"54,800",2.3,13.00,19.23,25.72,32.47,39.31,"27,040","40,000","53,490","67,530","81,760",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-0000,Community and Social Service Occupations,major,"157,970",1.2,17.227,1.20,26.16,"54,410",1.5,13.59,17.65,23.96,32.53,42.44,"28,270","36,710","49,840","67,650","88,270",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"7,300",7.7,0.796,1.23,25.79,"53,650",2.3,14.98,19.77,24.98,30.04,38.37,"31,150","41,120","51,950","62,490","79,810",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"19,620",3.6,2.140,1.15,34.32,"71,390",3.6,17.39,23.58,32.43,44.62,53.60,"36,180","49,040","67,460","92,810","111,490",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1013,Marriage and Family Therapists,detailed,"2,960",4.4,0.322,1.22,*,*,*,*,*,*,*,*,*,*,*,*,*,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1014,Mental Health Counselors,detailed,"7,710",8.7,0.841,0.84,23.09,"48,020",2.0,14.42,17.13,21.57,27.61,34.65,"29,990","35,630","44,860","57,430","72,070",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1015,Rehabilitation Counselors,detailed,"6,310",8.7,0.688,0.94,19.14,"39,810",2.5,11.40,14.05,17.14,21.83,31.34,"23,720","29,220","35,650","45,400","65,190",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1019,"Counselors, All Other",detailed,"1,190",11.2,0.130,0.64,28.14,"58,530",2.5,18.11,22.13,27.27,33.53,39.56,"37,680","46,020","56,720","69,750","82,280",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1021,"Child, Family, and School Social Workers",detailed,"21,160",4.3,2.308,1.08,29.27,"60,880",2.8,16.55,20.91,26.83,35.12,46.53,"34,420","43,490","55,810","73,050","96,790",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1022,Healthcare Social Workers,detailed,"11,250",4.7,1.227,1.08,30.42,"63,280",1.2,19.80,23.97,29.75,35.96,41.57,"41,180","49,870","61,870","74,790","86,470",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,"8,520",5.9,0.930,1.14,28.96,"60,230",2.7,18.04,21.65,27.20,34.35,39.65,"37,520","45,040","56,570","71,460","82,480",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1029,"Social Workers, All Other",detailed,"5,030",2.5,0.549,1.29,32.99,"68,630",0.8,24.24,27.62,33.04,38.00,43.86,"50,430","57,450","68,720","79,030","91,240",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1091,Health Educators,detailed,"3,750",9.8,0.409,1.00,27.63,"57,470",3.5,14.96,20.06,25.73,31.90,44.27,"31,120","41,720","53,510","66,350","92,090",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"3,680",0.4,0.402,0.64,34.69,"72,150",1.0,23.05,28.57,34.18,41.40,46.29,"47,940","59,420","71,100","86,120","96,280",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1093,Social and Human Service Assistants,detailed,"33,460",3.1,3.649,1.42,17.78,"36,990",1.3,10.71,13.59,16.97,21.26,25.62,"22,290","28,280","35,300","44,220","53,300",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1094,Community Health Workers,detailed,"3,180",10.2,0.347,0.94,20.95,"43,580",2.8,12.74,15.55,18.99,24.15,31.56,"26,510","32,340","39,490","50,230","65,640",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1099,"Community and Social Service Specialists, All Other",detailed,"13,520",2.6,1.474,2.25,25.58,"53,200",2.1,17.32,20.44,23.77,29.75,37.13,"36,030","42,520","49,440","61,880","77,230",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2011,Clergy,detailed,"6,440",8.7,0.702,2.00,25.77,"53,590",4.9,9.48,13.94,21.08,34.54,45.42,"19,720","28,990","43,850","71,840","94,470",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2021,"Directors, Religious Activities and Education",detailed,"2,240",8.4,0.244,1.66,22.02,"45,810",4.5,9.23,11.51,20.18,28.65,37.28,"19,190","23,940","41,980","59,590","77,550",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2099,"Religious Workers, All Other",detailed,630,21.7,0.068,1.16,*,*,*,*,*,*,*,*,*,*,*,*,*,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-0000,Legal Occupations,major,"109,720",1.9,11.965,1.56,65.76,"136,790",2.0,22.42,31.11,53.06,89.06,#,"46,640","64,700","110,360","185,240",#,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1011,Lawyers,detailed,"75,840",2.2,8.270,1.87,80.75,"167,960",2.1,32.33,45.98,72.03,#,#,"67,250","95,650","149,820",#,#,,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1012,Judicial Law Clerks,detailed,530,2.4,0.058,0.60,31.46,"65,430",1.3,22.33,22.33,22.34,29.36,65.64,"46,450","46,460","46,470","61,060","136,540",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"1,270",0.2,0.139,1.34,46.81,"97,360",1.5,34.81,39.94,44.80,49.24,66.85,"72,410","83,070","93,180","102,420","139,050",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,280,16.4,0.031,0.69,38.50,"80,080",4.6,18.97,24.53,39.12,49.70,59.45,"39,460","51,020","81,360","103,380","123,650",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"1,570",2.1,0.171,0.88,76.44,"158,990",1.2,52.08,68.61,80.21,87.49,97.48,"108,320","142,710","166,840","181,970","202,760",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2011,Paralegals and Legal Assistants,detailed,"22,900",5.7,2.497,1.26,29.43,"61,220",1.6,17.19,21.21,26.85,35.52,46.64,"35,760","44,110","55,850","73,880","97,020",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2091,Court Reporters,detailed,"1,030",8.3,0.112,0.89,40.68,"84,620",4.5,19.70,31.09,43.48,53.55,59.04,"40,980","64,670","90,430","111,380","122,790",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"4,030",17.9,0.440,1.13,24.81,"51,610",4.6,13.29,20.00,25.61,29.23,35.26,"27,650","41,600","53,270","60,810","73,330",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2099,"Legal Support Workers, All Other",detailed,"2,270",7.5,0.247,0.77,30.41,"63,250",4.9,15.15,21.75,28.00,35.73,50.36,"31,510","45,240","58,240","74,310","104,750",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-0000,"Education, Training, and Library Occupations",major,"678,140",0.9,73.953,1.20,32.01,"66,580",1.7,11.37,16.46,28.29,42.83,57.53,"23,660","34,230","58,830","89,090","119,670",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1011,"Business Teachers, Postsecondary",detailed,"7,070",5.9,0.771,1.30,*,"111,630",4.3,*,*,*,*,*,"38,550","52,840","86,930","149,170",#,TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1021,"Computer Science Teachers, Postsecondary",detailed,"3,010",5.4,0.329,1.42,*,"103,780",2.9,*,*,*,*,*,"38,560","57,640","88,490","136,690","183,600",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"4,320",5.0,0.471,1.27,*,"99,690",3.6,*,*,*,*,*,"41,490","57,920","83,390","136,950","178,350",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1031,"Architecture Teachers, Postsecondary",detailed,880,12.6,0.096,1.83,*,"119,020",15.4,*,*,*,*,*,"43,720","55,610","91,490","150,420",#,TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1032,"Engineering Teachers, Postsecondary",detailed,"2,400",11.5,0.262,0.97,*,"115,940",4.2,*,*,*,*,*,"53,820","76,910","106,880","146,310","187,430",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,100,28.7,0.011,0.14,*,"82,830",3.2,*,*,*,*,*,"40,750","56,200","79,220","107,270","128,530",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1042,"Biological Science Teachers, Postsecondary",detailed,"3,760",4.9,0.410,1.13,*,"106,350",2.0,*,*,*,*,*,"46,590","63,680","94,600","141,140","176,890",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,590,6.9,0.064,0.83,*,"102,310",3.0,*,*,*,*,*,"47,770","67,010","94,690","137,580","166,160",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1052,"Chemistry Teachers, Postsecondary",detailed,"1,840",5.1,0.201,1.33,*,"104,030",1.8,*,*,*,*,*,"51,060","66,740","94,570","135,200","166,090",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1053,"Environmental Science Teachers, Postsecondary",detailed,720,5.6,0.078,1.99,*,"96,900",2.0,*,*,*,*,*,"48,900","63,180","82,230","129,100","165,780",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1054,"Physics Teachers, Postsecondary",detailed,"1,130",5.4,0.123,1.22,*,"109,200",2.6,*,*,*,*,*,"54,210","72,060","103,130","139,420","168,020",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,850,6.8,0.092,2.27,*,"117,230",3.8,*,*,*,*,*,"53,580","72,980","112,210","150,680","185,290",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,970,7.2,0.106,1.64,*,"97,720",3.7,*,*,*,*,*,"44,020","58,950","81,920","125,910","163,500",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1063,"Economics Teachers, Postsecondary",detailed,"1,050",6.7,0.115,1.24,*,"123,040",5.1,*,*,*,*,*,"51,260","70,980","105,990","153,530",#,TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1064,"Geography Teachers, Postsecondary",detailed,150,4.8,0.016,0.54,*,"94,570",3.9,*,*,*,*,*,"39,680","60,900","88,000","119,290","155,940",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1065,"Political Science Teachers, Postsecondary",detailed,"1,580",5.1,0.172,1.45,*,"114,900",8.9,*,*,*,*,*,"47,840","66,500","94,060","146,050","206,430",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1066,"Psychology Teachers, Postsecondary",detailed,"4,140",6.4,0.451,1.68,*,"103,920",3.9,*,*,*,*,*,"41,600","61,640","90,260","136,460","180,170",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1067,"Sociology Teachers, Postsecondary",detailed,"1,150",7.5,0.125,1.20,*,"94,440",3.0,*,*,*,*,*,"36,290","57,540","82,860","127,390","163,360",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"2,240",6.5,0.244,2.57,*,"101,350",3.3,*,*,*,*,*,"45,000","58,810","87,560","144,870","169,990",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,"16,880",9.3,1.841,1.38,*,"120,850",3.7,*,*,*,*,*,"50,870","71,620","105,270","155,360","204,870",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"4,010",4.0,0.437,1.09,*,"97,690",2.1,*,*,*,*,*,"51,060","69,320","95,030","125,250","151,670",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1081,"Education Teachers, Postsecondary",detailed,"4,310",4.0,0.470,1.12,*,"87,460",3.6,*,*,*,*,*,"37,480","50,770","75,390","124,870","158,490",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1082,"Library Science Teachers, Postsecondary",detailed,560,9.0,0.061,1.76,*,"77,650",2.8,*,*,*,*,*,"51,580","61,960","75,820","92,990","107,520",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,600",24.1,0.175,1.68,*,"69,020",7.6,*,*,*,*,*,"32,910","38,050","62,380","87,220","116,570",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1112,"Law Teachers, Postsecondary",detailed,"2,340",12.3,0.255,2.23,*,"142,830",6.6,*,*,*,*,*,"43,600","60,680","109,450",#,#,TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1113,"Social Work Teachers, Postsecondary",detailed,"1,790",7.7,0.195,2.31,*,"94,140",6.4,*,*,*,*,*,"39,120","55,750","79,900","135,470","162,100",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"10,040",6.7,1.094,1.55,*,"102,470",8.3,*,*,*,*,*,"43,770","59,260","85,370","129,990","174,800",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1122,"Communications Teachers, Postsecondary",detailed,"2,830",4.7,0.309,1.54,*,"94,780",4.8,*,*,*,*,*,"41,730","53,590","79,790","131,390","165,480",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"7,520",5.5,0.820,1.62,*,"94,350",2.9,*,*,*,*,*,"42,100","56,600","81,070","127,740","164,430",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"2,550",5.4,0.278,1.36,*,"92,250",3.5,*,*,*,*,*,"39,860","53,690","77,000","127,770","162,790",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1125,"History Teachers, Postsecondary",detailed,"1,790",6.7,0.196,1.26,*,"92,760",2.7,*,*,*,*,*,"37,710","56,550","81,420","116,320","160,980",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"2,700",7.2,0.295,1.79,*,"83,120",2.8,*,*,*,*,*,"41,250","50,850","69,470","98,160","147,200",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1191,Graduate Teaching Assistants,detailed,"8,200",17.0,0.894,0.93,*,"41,540",4.4,*,*,*,*,*,"20,550","32,320","37,700","52,080","61,700",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"1,040",6.9,0.114,0.92,*,"83,530",4.3,*,*,*,*,*,"37,030","52,900","72,760","102,170","154,730",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1194,"Vocational Education Teachers, Postsecondary",detailed,"4,220",10.5,0.461,0.56,31.80,"66,140",3.0,17.69,23.54,30.43,38.90,48.00,"36,790","48,970","63,300","80,910","99,840",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2011,"Preschool Teachers, Except Special Education",detailed,"40,510",5.0,4.418,1.61,21.55,"44,820",10.0,9.55,12.61,17.46,27.36,41.35,"19,870","26,220","36,310","56,910","86,010",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2012,"Kindergarten Teachers, Except Special Education",detailed,"8,040",5.6,0.877,0.81,*,"73,970",2.1,*,*,*,*,*,"41,360","52,990","66,390","96,950","118,830",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2021,"Elementary School Teachers, Except Special Education",detailed,"86,590",2.5,9.443,0.95,*,"78,410",2.2,*,*,*,*,*,"48,620","58,740","76,350","98,050","118,050",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"44,370",4.5,4.839,1.08,*,"79,460",1.3,*,*,*,*,*,"51,870","60,240","76,920","97,660","118,040",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2023,"Career/Technical Education Teachers, Middle School",detailed,"1,050",22.8,0.115,1.26,*,"80,760",5.2,*,*,*,*,*,"48,720","58,180","77,110","106,230","123,530",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"63,880",3.5,6.966,0.97,*,"85,980",1.8,*,*,*,*,*,"54,270","64,970","83,660","103,120","124,240",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"3,200",18.8,0.349,0.61,*,"79,770",3.7,*,*,*,*,*,"54,320","61,720","76,840","96,570","116,160",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2051,"Special Education Teachers, Preschool",detailed,"3,120",11.2,0.341,1.70,*,"74,670",6.5,*,*,*,*,*,"39,750","49,180","67,870","97,980","122,850",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"24,130",5.7,2.631,1.94,*,"73,610",1.6,*,*,*,*,*,"45,860","56,130","69,130","91,680","112,650",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2053,"Special Education Teachers, Middle School",detailed,"12,630",4.4,1.377,2.14,*,"78,700",1.7,*,*,*,*,*,"53,140","59,660","74,530","96,100","116,620",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2054,"Special Education Teachers, Secondary School",detailed,"16,620",4.7,1.813,1.92,*,"87,800",3.7,*,*,*,*,*,"53,870","62,710","80,610","102,950","125,950",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2059,"Special Education Teachers, All Other",detailed,**,**,**,**,*,"89,080",12.2,*,*,*,*,*,"39,590","49,420","75,620","134,460","153,170",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"4,620",9.5,0.504,1.20,32.87,"68,370",4.4,15.99,21.82,31.89,40.75,51.68,"33,270","45,380","66,330","84,760","107,490",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3021,Self-Enrichment Education Teachers,detailed,"32,840",4.6,3.581,2.19,27.54,"57,280",3.1,11.07,15.86,23.41,35.83,51.06,"23,020","32,990","48,690","74,530","106,210",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"20,330",6.6,2.217,1.06,*,"52,020",6.1,*,*,*,*,*,"19,320","24,110","33,520","60,500","103,410",TRUE,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3098,Substitute Teachers,detailed,"36,960",4.6,4.031,0.93,17.93,"37,300",9.3,11.22,12.97,15.10,20.89,24.25,"23,340","26,970","31,400","43,440","50,440",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4011,Archivists,detailed,790,10.4,0.086,2.11,26.61,"55,340",4.1,15.97,18.98,24.41,31.74,41.14,"33,210","39,470","50,770","66,010","85,580",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4012,Curators,detailed,"1,100",19.3,0.120,1.51,41.72,"86,790",4.3,22.91,27.66,35.60,48.47,69.73,"47,640","57,540","74,050","100,810","145,030",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4013,Museum Technicians and Conservators,detailed,**,**,**,**,31.00,"64,480",5.2,16.45,21.81,29.07,37.40,48.74,"34,220","45,360","60,460","77,790","101,370",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4021,Librarians,detailed,"11,540",6.0,1.259,1.37,34.19,"71,110",1.1,22.17,26.71,32.19,39.69,49.94,"46,120","55,550","66,950","82,550","103,870",,
NY,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4031,Library Technicians,detailed,"7,030",7.4,0.766,1.15,17.78,"36,990",2.1,9.25,11.59,16.81,22.77,28.41,"19,230","24,110","34,960","47,360","59,100",,
